ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,ESPACO,ENDERECO,TELEFONE,BAIRRO,CEP,CT_TIPO,CT_DEPADM,INAUGURAÇAO,ASSENTOS
730,-46695915,-23637820,355030871000122,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Teatro Paulo Eiró,,"Av. Adolfo Pinheiro, 765",5546-0449,Santo Amaro,,8,1,,600
731,-46697189,-23521487,355030848000011,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,Estação Ciência - USP,,"Rua Guaicurus, 1.274",3673-7022,Lapa,,8,2,,220
732,-46669921,-23554270,355030845000171,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Faculdade de Medicina da USP,Teatro,"Rua Dr. Arnaldo, 455",3066-7372,Pinheiros,,8,2,,280
733,-46650272,-23534894,355030869000020,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Funarte,Sala Mário Schemberg,"Al. Nothmann, 1.058",3662-5177,Campos Elíseos,,8,2,,50
734,-46650272,-23534894,355030869000020,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Funarte,Sala Guiomar Novaes,"Al. Nothmann, 1.058",3662-5177,Campos Elíseos,,8,2,,160
735,-46650272,-23534894,355030869000020,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Funarte,Sala Carlos Miranda,"Al. Nothmann, 1.058",3662-5177,Campos Elíseos,,8,2,,100
736,-46723657,-23559481,355030812000038,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Laboratório ECA,Sala Alfredo Mesquita,"Av. Prof.Luciano Gualberto -Trav. J,  215",3091-4376,Cidade Universitária,,8,2,,180
737,-46723639,-23559499,355030812000038,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Laboratório ECA,Sala Miroel Silveira,"Av. Prof.Luciano Gualberto -Trav. J,  215",3091-4376,Cidade Universitária,,8,2,,125
738,-46667392,-23525450,355030806000003,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Memorial da América Latina,Auditório Mário de Andrade,"Av. Auro Soares de Moura Andrade, 664",3823-4600,Barra Funda,,8,2,,80
739,-46641002,-23542418,355030866000002,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Teatro Fernando Azevedo,,"Pça. da República, 53",3218-2000,República,,8,2,,500
740,-46642410,-23554182,355030866000135,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Teatro Oficina,,"Rua Jaceguai, 520",3106-2818,Bela Vista,,8,2,,350
741,-46646633,-23559418,355030807000012,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Teatro Ruth Escobar,Sala Gil Vicente,"Rua dos Ingleses, 209",3289-2358,Bela Vista,,8,2,,317
742,-46646633,-23559418,355030807000012,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Teatro Ruth Escobar,Sala Míriam Muniz,"Rua dos Ingleses, 209",3289-2358,Bela Vista,,8,2,,59
743,-46646633,-23559418,355030807000012,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Teatro Ruth Escobar,Sala Dina Sfat,"Rua dos Ingleses, 209",3289-2358,Bela Vista,,8,2,,400
744,-46644881,-23557034,355030807000036,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Teatro Sérgio Cardoso,Espaço Marcenaria,"Rua Rui Barbosa, 153",3288-0136,Bela Vista,,8,2,,100
745,-46644881,-23557034,355030807000036,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Teatro Sérgio Cardoso,Sala Pascoal Carlos Magno,"Rua Rui Barbosa, 153",3288-0136,Bela Vista,,8,2,,144
746,-46644881,-23557034,355030807000036,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Teatro Sérgio Cardoso,Sala Sérgio Cardoso,"Rua Rui Barbosa, 153",3288-0136,Bela Vista,,8,2,,862
747,-46650829,-23545666,355030826000081,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,TUSP,,"Rua Maria Antônia, 294 -1 andar",3255-7182,Vila Buarque,,8,2,,140
748,-46645967,-23544267,355030866000126,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Teatro Aliança Francesa,Galeria de Arte,"R. Gal. Jardim, 182",3188-4141,Higienópolis,,8,4,,269
749,-46645188,-23557542,355030807000013,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,Ópera,,"Rua Rui Barbosa, 266",3171-1277,Bela Vista,,8,4,,1001
750,-46657074,-23611907,355030832000123,3550308005098,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Bervely Hills,,"Av. Jurucê, 1001",3712-2828,Indianópolis,,8,4,,120
751,-46639587,-23548336,355030866000004,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Cabaré Picasso,,"Rua Álvaro de Carvalho, 25",3101-2537,Centro,,8,4,,50
752,-46678588,-23520262,355030806000001,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Cachaçaria Pompéia,,"Ac. Nicolas Boer, 120",3672-1553,Barra Funda,,8,4,,700
753,-46633650,-23529201,355030809000012,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,CadoPo,,"Rua Afonso Pena, 272",9583-0045,Bom Retiro,,8,4,,60
754,-46648969,-23533818,355030869000019,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Café Concerto Uranus,,"Rua Dr. Carvalho de Mendonça, 40",3822-2801,Campos Elíseos,,8,4,,200
755,-46649894,-23545916,355030826000057,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Café Teatro e Cia.,,"Rua Dr. Vila Nova, 241",3214-0835,Vila Buarque,,8,4,,80
756,-46646555,-23554565,355030807000089,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,Casa Café e Teatro,,"Rua Treze de Maio, 176",3159-0546,Bela Vista,,8,4,,90
757,-46642719,-23553093,355030866000135,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Casa da Dona Yayá,,"Rua Major Diogo, 353",3106-3562,Bela Vista,,8,4,,40
758,-46641006,-23562197,355030807000049,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Casarão do Belvedere,,"Rua Pedroso, 267",3266-5272,Bela Vista,,8,4,,40
759,-46651850,-23534689,355030869000021,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Castelinho,,"Rua Apa, 236",3532-0555,Campos Elíseos,,8,4,,30
760,-46838415,-23597137,,,,MUNICIPIO COTIA,,MUNICIPIO COTIA,,,CEMUCAN,,"Rua Mesopotâmia, s/n Km 25 da Raposo Tavares",9137-9517,Granja Viana,,8,4,,400
761,-46641295,-23548514,355030866000022,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Centro Cultural Copobianco,Teatro CCC,"Rua Álvaro de Carvalho, 97",3237-1187,Centro,,8,4,,100
762,-46654321,-23562873,355030845000098,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Centro Cultural FIESP,Mezanino,"Av. Paulista, 1.313",3146-7405,Jardim Paulista,,8,4,,50
763,-46646425,-23555493,355030807000067,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,Centro de Criatividade Real,,"R. Treze de Maio, 240",,Bela Vista,,8,4,,
764,-46757715,-23547950,355030841000078,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,Continental Shopping Center,Continental  2,"Av. Leão Machado, 100 - 3 piso",3765-3783/,Butantã,,8,4,,352
765,-46757715,-23547950,355030841000078,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,Continental Shopping Center,Continental 1,"Av. Leão Machado, 100 - 3 piso",3765-3783/,Butantã,,8,4,,319
766,-46655909,-23543511,355030826000023,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Cultura Inglesa Higienópolis,Auditório,"Av. Higienópolis, 449",3826-4322,Consolação,,8,4,,100
767,-46636066,-23621423,355030877000085,3550308005092,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,Cultura Inglesa Saúde,,"Rua Paracatu, 531",3039-0553,saúde,,8,4,,80
768,-46637387,-23591577,355030890000029,3550308005021,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Cultura Inglesa Vila Mariana,,"Rua Madre Cabrini, 413",3039-0553,Vila Mariana,,8,4,,100
769,-46657601,-23566397,355030845000204,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,DJ Club,,"Alameda Franca, 241",3120-6388,Jardim Paulista,,8,4,,20
770,-46773353,-23633352,355030817000190,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,Engenho Teatral,,Largo do Campo Limpo s/n,5841-9915,Campo Limpo,,8,4,,200
771,-46682424,-23525100,355030860000138,3550308005057,61,PERDIZES,8,LAPA,Oeste,Oeste,Espaço 2 das Artes (Shopping Pompéia Nobre),Sala Lineu Dias,"Rua Clélia, 33 - 2 piso",3864-3129,?Água Branca,,8,4,,80
772,-46652430,-23523308,355030869000042,3550308005027,70,SANTA CECILIA,9,SE,Centro,Centro,Espaço Cuca - Teatro,,"Rua Anhanguera,484",3392-4505,Barra Funda,,8,4,,100
773,-46687740,-23534440,355030860000062,3550308005055,61,PERDIZES,8,LAPA,Oeste,Oeste,Espaço Cultural Arte Gullik,,"Av. Pompéia, 1.227",3862-2156,Perdizes,,8,4,,40
774,-46690684,-23553193,355030862000049,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Espaço Cultural Bambu Brasil,,"Rua Purpurina,  272",3031-2331,Sumarezinho,,8,4,,
775,-46631547,-23549439,355030878000004,3550308005001,80,SE,9,SE,Centro,Centro,Espaço Cultural Classes Laboriosas,,"Rua Roberto Simonsen,  22",3242-3800,Sé,,8,4,,
776,-46553682,-23562942,355030885000071,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Espaço Cultural do Colégio Meta Lux,,"Av. Dr. Eduardo Cotching, 678",6674-8961,Vila Formosa,,8,4,,70
777,-46646264,-23567849,355030807000055,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Espaço Cultural dos Bancários,Teatro Lélia Abramo,"Rua Carlos Sampaio, 305",3051-7261,Bela Vista,,8,4,,100
778,-46645507,-23547437,355030866000030,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Espaço Cultural dos Satyros,,"Pça. Roosevelt, 214",3258-6345,Consolação,,8,4,,60
779,-46600431,-23472293,355030882000048,3550308005131,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,Espaço Cultural Fagulhas D'Arte,,"Rua Bartolomeu de Torales, 200",5652-0413,Vila Mazzei,,8,4,,150
780,-46646264,-23567850,355030807000055,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Espaço Cultural Lélia Abramo,,"Rua Carlos Sampaio, 305",3284-7873/,Bela Vista,,8,4,,85
781,-46657251,-23567420,355030845000105,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Espaço Cultural Livre,,"Rua Pamplona, 1.213",3051-4932,Bela Vista,,8,4,,250
782,-46624695,-23604372,355030827000126,3550308005045,27,CURSINO,13,IPIRANGA,Sul,Sul 1,Espaço Cultural Mater Magistra,,"Rua Vigário Albernaz, 290",5062-9611,Saúde,,8,4,,150
783,-46673023,-23603034,355030832000118,3550308005099,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Spaço Insights,,"Rua Pintassilgo, 405",7600-2673,Moema,,8,4,,79
784,-46697284,-23641744,355030871000122,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Espaço Cultural Rudolf Steiner,,Rua da Fraternidade 156,5523-0537,Boa Vista - Santo,,8,4,,192
785,-46638607,-23568791,355030849000104,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Espaço Cultural Santo Agostinho (Colégio),,"Rua Apeninos, 118",3209-4858,Liberdade,,8,4,,800
786,-46623704,-23505973,355030870000026,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Espaço Cultural Sest,,"Rua Alfredo Guedes, 209",0800-55170,Santana,,8,4,,70
787,-46665553,-23562899,355030845000013,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Espaço Cultural Vitrine,,"R. Augusta, 2.530",3062-9445,Jardim Paulistano,,8,4,,
788,-46695422,-23613836,355030835000119,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Espaço Cultural Vivo,,"Av. Dr. Chucri Zaidan, 860",5105-1520,Itaim Bibi,,8,4,,282
789,-46628226,-23567215,355030849000003,3550308005007,49,LIBERDADE,9,SE,Centro,Centro,Espaço Galpão Cinco,,"Rua Almeida Torres, 119",3159-1822,Liberdade,,8,4,,100
790,-46645507,-23547437,355030866000030,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Espaço Satyros 2,,"Pça. Franklin Roosevelt ,  214",3258-6345,República,,8,4,,112
791,-46629501,-23499953,355030870000008,3550308005063,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Estação 7,,"Rua Alfredo Pujol, 381",6972-2390,Santana,,8,4,,100
792,-46655679,-23550842,355030826000123,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Fábrica São Paulo,Sala 2,"Rua da Consolação, 1623",3255-5922,Consolação,,8,4,,100
793,-46655679,-23550842,355030826000123,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Fábrica São Paulo,Sala 1,"Rua da Consolação, 1623",3255-5922,Consolação,,8,4,,134
794,-46662500,-23544296,355030826000007,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Faap,,"Rua Alagoas, 903",3662-1662/,Pacaembu,,8,4,,408
795,-46647865,-23538013,355030869000160,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Galpão do Folias,,"Rua Ana Cintra, 213",3361-2223,Santa Cecília,,8,4,,96
796,-46686385,-23567977,355030862000170,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Globe - São Paulo - Teatro,,"Rua Cap. Prudente, 173",3097-9966,Pinheiros,,8,4,,54
797,-46683681,-23533703,355030860000170,3550308005055,61,PERDIZES,8,LAPA,Oeste,Oeste,Indac,,"Cel. Melo de Oliveira , 188",3862-0947,Vila Olímpia,,8,4,,30
798,-46682589,-23554308,355030862000055,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Instituto Goethe,,"Rua Lisboa, 974",3088-4288,Jardim Paulista,,8,4,,200
799,-46670280,-23541638,355030860000078,3550308005026,61,PERDIZES,8,LAPA,Oeste,Oeste,Jogo Estádio,,"Rua Inocêncio Unhai, 120",3862-4057,Perdizes,,8,4,,21
800,-46671331,-23538433,355030860000049,3550308005026,61,PERDIZES,8,LAPA,Oeste,Oeste,Livraria Cortez,,"Rua Bartira, 317",3873-7111,Perdizes,,8,4,,60
801,-46657971,-23542208,355030826000022,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,MAM Higienópolis,,"Av. Higienópolis, 698",3662-5052,Higienópolis,,8,4,,45
802,-46670447,-23578157,355030845000075,3550308005024,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Mr. Blues Bar,,"Av. São Gabriel, 558",3884-9356,Jardim Paulista,,8,4,,240
803,-46656030,-23587686,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Museu de Arte Moderna - MAM,Auditório Lina Bo Bardi,"Pq. Ibirapuera, s/n - portão 3",5549-9688,Ibirapuera,,8,4,,200
804,-46646431,-23545880,355030866000086,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,N. Ex T Núcleo Experimental de Teatro,Sala N.Ex T,"Rua Rego Freitas, 454",3106-9636,Vila Buarque,,8,4,,70
805,-46688892,-23529893,355030860000134,3550308005057,61,PERDIZES,8,LAPA,Oeste,Oeste,Núcleo Bartolomeu,,"Rua Dr. Augusto de Miranda, 786",3803-9396,Vila Pompéia,,8,4,,40
806,-46676418,-23555634,355030845000146,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Oficina de Atores NiltonTravesso,,"Rua Capote Valente, 667",3081-5493,Pinheiros,,8,4,,80
807,-46584745,-23545096,355030808000021,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,SESC Belenzinho,espaço oca,"Av. Álvaro Ramos, 915",6602-3700,Belém,,8,4,,80
808,-46584745,-23545080,355030808000021,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,SESC Belenzinho,Galpão 1,"Av. Álvaro Ramos, 915",6602-3700,Belém,,8,4,,99
809,-46584446,-23545403,355030808000021,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,SESC Belenzinho,Galpão 2,"Rua Álvaro Ramos, 999",6605-8143,Belenzinho,,8,4,,100
810,-46629907,-23551295,355030878000013,3550308005001,80,SE,9,SE,Centro,Centro,SESC Carmo,,"Rua do Carmo, 147",3105-9121,Centro,,8,4,,150
811,-46649799,-23545804,355030826000058,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,SESC Consolação,espaço CPT(Central de Pesquisas Teatral,"Rua Dr. Vila Nova, 245",3234-3077/,Consolação,,8,4,,70
812,-46649799,-23545804,355030826000058,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,SESC Consolação,Sala Ômega,"Rua Dr. Vila Nova, 245",3234-3077/,Consolação,,8,4,,70
813,-46649799,-23545804,355030826000058,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,SESC Consolação,Teatro Anchieta,"Rua Dr. Vila Nova, 245",3234-3077/,Consolação,,8,4,,328
814,-46680460,-23727393,355030823000111,3550308005218,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,SESC Interlagos,teatro,"Rua Manuel Alves Soares, 1.100",5970-3536,Cidade Dutra,,8,4,,350
815,-46459788,-23579644,355030857000078,3550308005205,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,SESC Itaquera,Hall de Convivãncia,Av. Fernanda do Espírito Santo Alves,6523-9200,Itaquera,,8,4,,100
816,-46611853,-23496423,355030870000126,3550308005064,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Sesc Santana,Teatro,"Av. Luiz Dumont Villares, 579",6971-8700,Jardim São Paulo,,8,4,,349
817,-46643543,-23581382,355030890000101,3550308005021,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,SESC Vila Mariana,Auditório,"Rua Pelotas, 141",5080-3000,Vila Mariana,,8,4,,131
818,-46561853,-23561448,355030885000098,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Shopping Anália Franco,,"Av. Regente Feijó, 1.739",0800-17906,Tatuapé,,8,4,,1600
819,-46598120,-23509085,355030886000008,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Shopping Mart Noivas,,"Rua Chico Pontes, 1.500",0800-13011,Vila Guilherme,,8,4,,100
820,-46576071,-23540942,355030880000072,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Metrô Tatuapé,,"Av. Radial Leste, s/n",6192-9444,Tatuapé,,8,4,,100
821,-46547199,-23524038,355030859000120,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,Shopping Penha,,"Rua Dr. João Ribeiro, 304 -1 piso",6942-8222,Penha,,8,4,,200
822,-46572977,-23546680,355030880000069,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Sílvio Romero,Teatro Nave,"Rua Cantagalo, 74",2296-5656,Tatuapé,,8,4,,225
823,-46688892,-23529893,355030860000134,3550308005057,61,PERDIZES,8,LAPA,Oeste,Oeste,Stúdio das Artes,,"Rua Dr. Augusto de Miranda, 786",3801-3241,Pompéia,,8,4,,54
824,-46645552,-23547600,355030866000030,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Stúdio 184,,"Praça Roosevelt, 184",3258-0741,Consolação,,8,4,,112
825,-46647488,-23555873,355030807000067,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,Stúdio Piollin,,"Rua Santo Antonio, 1319",3115-2163,Bela Vista,,8,4,,40
826,-46642740,-23552975,355030866000085,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,TBC - Teatro Brasileiro de Comédia,Projeto Escada,"Rua Major Diogo, 315",3106-4408/,Bela Vista,,8,4,,60
827,-46642739,-23552976,355030866000135,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,TBC - Teatro Brasileiro de Comédia,Sala de Repertório,"Rua Major Diogo, 315",3106-4408/,Bela Vista,,8,4,,180
828,-46642739,-23552976,355030866000135,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,TBC - Teatro Brasileiro de Comédia,Sala TBC,"Rua Major Diogo, 315",3106-4408/,Bela Vista,,8,4,,370
829,-46642739,-23552974,355030866000135,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,TBC - Teatro Brasileiro de Comédia,Sala Assobradado,"Rua Major Diogo, 315",3106-4408/,Bela Vista,,8,4,,270
830,-46642738,-23552975,355030866000135,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,TBC - Teatro Brasileiro de Comédia,Sala Arte,"Rua Major Diogo, 315",3106-4408/,Bela Vista,,8,4,,140
831,-46679540,-23584470,355030835000191,3550308005051,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Teatro Exxex,,"Rua Clodomiro Amazonas, 99",3168-6876,Itaim Bibi,,8,4,,150
832,-46681953,-23616019,355030835000116,3550308005103,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Teatro Oswaldo Aranha,,"Rua Flórida, 108",5505-6264,Itaim Bibi,,8,4,,200
833,-46615198,-23497538,355030870000083,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Teatro  Jardim São Paulo (Colégio),,"Av. Leôncio de Magalhães, 382",6959-2952,Jardim São Paulo,,8,4,,370
834,-46644763,-23561088,355030807000002,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Teatro Ágora,,"Rua Rui Barbosa, 672",3284-0290.,Bela Vista,,8,4,,90
835,-46638766,-23554771,355030866000098,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Teatro Abril,,"Av. Brigadeiro Luiz Antônio, 411",6846-6000,Bela Vista,,8,4,,1558
836,-46720604,-23650614,355030871000089,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Teatro Alfa-Real,Sala B,"R. Bento Branco de Andrade Filho, 722",5693-4000,Santo Amaro,,8,4,,200
837,-46645967,-23544267,355030866000126,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Teatro Aliança Francesa,,"R. Gal. Jardim, 182",3188-4141,Higienópolis,,8,4,,269
838,-46654311,-23552817,355030826000087,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Teatro Augusta,Sala Nobre,"Rua Augusta, 943",3151-4141,Cerqueira César,,8,4,,326
839,-46654311,-23552817,355030826000087,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Teatro Augusta,Sala Experimental,"Rua Augusta, 943",3151-4141,Cerqueira César,,8,4,,80
840,-46640839,-23557829,355030807000070,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Teatro Bibi Ferreira,,"Av. Brig. Luís Antônio, 931",3105-3129,Bela Vista,,8,4,,370
841,-46640687,-23557109,355030807000093,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Teatro Brigadeiro,,"Av. Brigadeiro Luiz Antônio, 884",3107-5774,Bela Vista,,8,4,,676
842,-46691393,-23553867,355030862000025,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Teatro Brincante,,"R. Purpurina, 429",3816-0575/,Vila Madalena,,8,4,,150
843,-46642591,-23553757,355030866000135,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Teatro Cazuza,Sala Experimental,"Rua Major Diogo, 547",3101-9750,Bela Vista,,8,4,,50
844,-46642591,-23553757,355030866000135,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Teatro Cazuza,,"Rua Major Diogo, 547",3101-9750,Bela Vista,,8,4,,200
845,-46645256,-23548826,355030866000030,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Teatro Cultura Artística,Sala Rubens Sverner,"Rua Nestor Pestana, 196",3258-3616/,Centro,,8,4,,333
846,-46694400,-23532284,355030848000040,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,Teatro da Garagem,,"Rua Silveira Rodrigues, 331C",8365-4877,Vila Romana,,8,4,,20
847,-46696903,-23571539,355030862000104,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Teatro das Artes (Shopping Eldorado),,"Av. Rebouças,  3.970 Terceiro Piso",3034-0075,Pinheiros,,8,4,,796
848,-46649200,-23537165,355030869000055,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Teatro das Nações,Sala Dercy Gonçalves,"Av. São João, 1.737",3331-8012,Santa Cecília,,8,4,,434
849,-46649195,-23537156,355030869000055,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Teatro das Nações,Sala Oscarito,"Av. São João, 1.737",3331-8012,Santa Cecília,,8,4,,191
850,-46645857,-23546108,355030866000057,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Teatro de Arena Eugênio Kusnet,,"Rua Teodoro Baima, 94",3256-9463,Centro,,8,4,,99
851,-46639900,-23579824,355030890000074,3550308005021,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Teatro Dias Gomes,,"Rua Domingos de Moraes, 348",5571-6177,Vila Mariana,,8,4,,540
852,-46645585,-23547752,355030866000030,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Teatro do Ator,,"Pça. Roosevelt, 172",3257-2264,República,,8,4,,
853,-46679541,-23540096,355030860000005,3550308005056,61,PERDIZES,8,LAPA,Oeste,Oeste,Teatro do Centro da Terra,,"Rua Piracuama, 19",3675-1595,Sumaré,,8,4,,100
854,-46587136,-23458125,355030881000090,3550308005133,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,Teatro do Clube Guapira,,"Rua Dr. José Camargo Aranha, 404",6243-8299,Jaçanã,,8,4,,406
855,-46644835,-23625302,355030877000091,3550308005094,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,Teatro do Clube Helvétia,,"Av. Indianópolis, 3145",5072-4515,Indianópolis,,8,4,,60
856,-46645959,-23560490,355030807000002,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Clube Glória,,"Rua Treze de Maio, 830",3541-2856,Bela Vista,,8,4,,140
