ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,ESPACO,ENDERECO,TELEFONE,BAIRRO,CEP,CT_TIPO,CT_DEPADM,INAUGURAÇAO,ASSENTOS
607,-46624716,-23521394,355030856000008,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,Shopping D,Sala 10,"Av. Cruzeiro do Sul, 1.100",3228-0166/,Bom Retiro,,7,4,,165
608,-46624716,-23521394,355030856000008,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,Shopping D,Sala 1,"Av. Cruzeiro do Sul, 1.100",3228-0166/,Bom Retiro,,7,4,,266
609,-46696903,-23571539,355030862000104,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Shopping Eldorado,Sala 6,"Av. Rebouças, 3.970",3814-9715/,Pinheiros,,7,4,,140
610,-46696903,-23571539,355030862000104,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Shopping Eldorado,Sala 5,"Av. Rebouças, 3.970",3814-9715/,Pinheiros,,7,4,,166
611,-46696903,-23571539,355030862000104,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Shopping Eldorado,Sala 4,"Av. Rebouças, 3.970",3814-9715/,Pinheiros,,7,4,,182
612,-46696903,-23571539,355030862000104,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Shopping Eldorado,Sala 3,"Av. Rebouças, 3.970",3814-9715/,Pinheiros,,7,4,,102
613,-46696903,-23571539,355030862000104,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Shopping Eldorado,Sala 2,"Av. Rebouças, 3.970",3814-9715/,Pinheiros,,7,4,,244
614,-46696903,-23571539,355030862000104,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Shopping Eldorado,Sala 1,"Av. Rebouças, 3.970",3814-9715/,Pinheiros,,7,4,,288
615,-46719754,-23666029,355030879000028,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,Shopping Fiesta - Multicine Fiesta,Sala 1,"Av. Guarapiranga, 752",5681-4884,Santo Amaro,,7,4,,141
616,-46719753,-23666028,355030879000028,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,Shopping Fiesta - Multicine Fiesta,Sala 4,"Av. Guarapiranga, 752",5681-4884,Santo Amaro,,7,4,,302
617,-46719753,-23666025,355030879000028,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,Shopping Fiesta - Multicine Fiesta,Sala 2,"Av. Guarapiranga, 752",5681-4884,Santo Amaro,,7,4,,141
618,-46719752,-23666027,355030879000028,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,Shopping Fiesta - Multicine Fiesta,Sala 3,"Av. Guarapiranga, 752",5681-4884,Santo Amaro,,7,4,,197
619,-46652367,-23553223,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Shopping Frei  Caneca - Unibanco Arteflex,Sala 7,"Rua Frei  Caneca, 569 - 3 piso",3472-2365,Cerqueira César,,7,4,,103
620,-46652367,-23553223,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Shopping Frei  Caneca - Unibanco Arteflex,Sala 6,"Rua Frei  Caneca, 569 - 3 piso",3472-2365,Cerqueira César,,7,4,,125
621,-46652367,-23553223,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Shopping Frei  Caneca - Unibanco Arteflex,Sala 5,"Rua Frei  Caneca, 569 - 3 piso",3472-2365,Cerqueira César,,7,4,,103
622,-46652367,-23553223,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Shopping Frei  Caneca - Unibanco Arteflex,Sala 4,"Rua Frei  Caneca, 569 - 3 piso",3472-2365,Cerqueira César,,7,4,,103
623,-46652367,-23553223,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Shopping Frei  Caneca - Unibanco Arteflex,Sala 3,"Rua Frei  Caneca, 569 - 3 piso",3472-2365,Cerqueira César,,7,4,,103
624,-46652367,-23553223,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Shopping Frei  Caneca - Unibanco Arteflex,Sala 2,"Rua Frei  Caneca, 569 - 3 piso",3472-2365,Cerqueira César,,7,4,,234
625,-46652367,-23553223,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Shopping Frei  Caneca - Unibanco Arteflex,Sala 1,"Rua Frei  Caneca, 569 - 3 piso",3472-2365,Cerqueira César,,7,4,,268
626,-46652367,-23553223,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Shopping Frei  Caneca - Unibanco Arteflex,Sala  9,"Rua Frei  Caneca, 569 - 3 piso",3472-2365,Cerqueira César,,7,4,,125
627,-46652367,-23553223,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Shopping Frei  Caneca - Unibanco Arteflex,Sala  8,"Rua Frei  Caneca, 569 - 3 piso",3472-2365,Cerqueira César,,7,4,,103
628,-46667826,-23609962,355030832000115,3550308005099,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Shopping Ibirapuera,Sala 3,"Av. Ibirapuera,  3.103",5561-9624,Moema,,7,4,,102
629,-46667826,-23609962,355030832000115,3550308005099,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Shopping Ibirapuera,Sala 2,"Av. Ibirapuera,  3.103",5561-9624,Moema,,7,4,,397
630,-46667826,-23609962,355030832000115,3550308005099,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Shopping Ibirapuera,Sala 1,"Av. Ibirapuera,  3.103",5561-9624,Moema,,7,4,,316
631,-46677057,-23673472,355030816000014,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping Interlagos,Sala 10,"Av. Interlagos, 2.255",5678-4108,Campo Grande,,7,4,,140
632,-46677057,-23673472,355030816000014,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping Interlagos,Sala 9,"Av. Interlagos, 2.255",5678-4108,Campo Grande,,7,4,,140
633,-46677057,-23673472,355030816000014,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping Interlagos,Sala 8,"Av. Interlagos, 2.255",5678-4108,Campo Grande,,7,4,,217
634,-46677057,-23673472,355030816000014,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping Interlagos,Sala 7,"Av. Interlagos, 2.255",5678-4108,Campo Grande,,7,4,,222
635,-46677057,-23673472,355030816000014,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping Interlagos,Sala 6,"Av. Interlagos, 2.255",5678-4108,Campo Grande,,7,4,,221
636,-46677057,-23673472,355030816000014,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping Interlagos,Sala 5,"Av. Interlagos, 2.255",5678-4108,Campo Grande,,7,4,,172
637,-46677057,-23673472,355030816000014,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping Interlagos,Sala 4,"Av. Interlagos, 2.255",5678-4108,Campo Grande,,7,4,,218
638,-46677057,-23673472,355030816000014,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping Interlagos,Sala 3,"Av. Interlagos, 2.255",5678-4108,Campo Grande,,7,4,,218
639,-46677057,-23673472,355030816000014,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping Interlagos,Sala 2,"Av. Interlagos, 2.255",5678-4108,Campo Grande,,7,4,,314
640,-46677057,-23673472,355030816000014,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping Interlagos,Sala 1,"Av. Interlagos, 2.255",5678-4108,Campo Grande,,7,4,,211
641,-46735905,-23629691,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 11,"Av. Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,274
642,-46735905,-23629691,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 10,"Av. Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,191
643,-46735905,-23629691,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 9,"Av. Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,413
644,-46735905,-23629691,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 8,"Av. Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,165
645,-46735905,-23629691,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 7,"Av. Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,177
646,-46735905,-23629691,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 6,"Av. Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,228
647,-46735905,-23629691,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 5,"Av. Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,228
648,-46735905,-23629691,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 4,"Av. Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,239
649,-46735905,-23629691,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 3,"Av. Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,191
650,-46735905,-23629691,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 2,"Av. Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,165
651,-46735905,-23629691,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 1,"Av. Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,249
652,-46616155,-23513713,355030886000031,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Shopping Lar Center,Sala 1,"Av. Otto Baumgart, 500",6222-3093,Vila Guilherme,,7,4,,421
653,-46616155,-23513700,355030886000031,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Shopping Lar Center,Sala 3,"Av. Otto Baumgart, 500",6222-3093,Vila Guilherme,,7,4,,350
654,-46616155,-23513700,355030886000031,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Shopping Lar Center,Sala 2,"Av. Otto Baumgart, 500",6222-3093,Vila Guilherme,,7,4,,439
655,-46576071,-23540942,355030880000072,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Metrô Tatuapé,Sala 8,"R. Domingos Agostim, s/n",6192-9232/,Tatuapé,,7,4,,268
656,-46576071,-23540942,355030880000072,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Metrô Tatuapé,Sala 7,"R. Domingos Agostim, s/n",6192-9232/,Tatuapé,,7,4,,203
657,-46576071,-23540942,355030880000072,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Metrô Tatuapé,Sala 6,"R. Domingos Agostim, s/n",6192-9232/,Tatuapé,,7,4,,116
658,-46576071,-23540942,355030880000072,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Metrô Tatuapé,Sala 5,"R. Domingos Agostim, s/n",6192-9232/,Tatuapé,,7,4,,120
659,-46576071,-23540942,355030880000072,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Metrô Tatuapé,Sala 4,"R. Domingos Agostim, s/n",6192-9232/,Tatuapé,,7,4,,193
660,-46576071,-23540942,355030880000072,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Metrô Tatuapé,Sala 3,"R. Domingos Agostim, s/n",6192-9232/,Tatuapé,,7,4,,129
661,-46576071,-23540942,355030880000072,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Metrô Tatuapé,Sala 2,"R. Domingos Agostim, s/n",6192-9232/,Tatuapé,,7,4,,162
662,-46576071,-23540942,355030880000072,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Metrô Tatuapé,Sala 1,"R. Domingos Agostim, s/n",6192-9232/,Tatuapé,,7,4,,288
663,-46643266,-23570064,355030807000077,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Shopping Paulista,Sala 4,"Rua Treze de Maio, 1.947",3285-4461,Bela Vista,,7,4,,186
664,-46643266,-23570064,355030807000077,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Shopping Paulista,Sala 3,"Rua Treze de Maio, 1.947",3285-4461,Bela Vista,,7,4,,169
665,-46643266,-23570064,355030807000077,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Shopping Paulista,Sala 2,"Rua Treze de Maio, 1.947",3285-4461,Bela Vista,,7,4,,276
666,-46643266,-23570064,355030807000077,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Shopping Paulista,Sala 1,"Rua Treze de Maio, 1.947",3285-4461,Bela Vista,,7,4,,265
667,-46626843,-23619347,355030827000002,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,Shopping Plaza Sul,Sala 3,"Av. Prof. Abrahão de Moraes, 1.711",5073-8642,Saúde,,7,4,,212
668,-46626843,-23619347,355030827000002,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,Shopping Plaza Sul,Sala 1,"Av. Prof. Abrahão de Moraes, 1.711",5073-8642,Saúde,,7,4,,212
669,-46626843,-23619347,355030827000002,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,Shopping Plaza Sul,Sala 2,"Av. Prof. Abrahão de Moraes, 1.711",5073-8642,Saúde,,7,4,,212
670,-46636506,-23598264,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 9,"Rua Domingos de Morais, 2.564",3471-8066,Vila Mariana,,7,4,,186
671,-46636506,-23598264,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 8,"Rua Domingos de Morais, 2.564",3471-8066,Vila Mariana,,7,4,,234
672,-46636506,-23598264,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 7,"Rua Domingos de Morais, 2.564",3471-8066,Vila Mariana,,7,4,,272
673,-46636506,-23598264,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 6,"Rua Domingos de Morais, 2.564",3471-8066,Vila Mariana,,7,4,,217
674,-46636506,-23598264,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 5,"Rua Domingos de Morais, 2.564",3471-8066,Vila Mariana,,7,4,,218
675,-46636506,-23598264,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 4,"Rua Domingos de Morais, 2.564",3471-8066,Vila Mariana,,7,4,,205
676,-46636506,-23598264,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 3,"Rua Domingos de Morais, 2.564",3471-8066,Vila Mariana,,7,4,,255
677,-46636506,-23598264,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 2,"Rua Domingos de Morais, 2.564",3471-8066,Vila Mariana,,7,4,,225
678,-46636506,-23598264,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 11,"Rua Domingos de Morais, 2.564",3471-8066,Vila Mariana,,7,4,,239
679,-46636506,-23598264,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 10,"Rua Domingos de Morais, 2.564",3471-8066,Vila Mariana,,7,4,,362
680,-46636506,-23598264,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 1,"Rua Domingos de Morais, 2.564",3471-8066,Vila Mariana,,7,4,,224
681,-46697531,-23677450,355030816000039,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping SP Market,Sala 11,"Av. Nações Unidas, 22.540",5548-4301,Campo Grande,,7,4,,300
682,-46697531,-23677450,355030816000039,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping SP Market,Sala 10,"Av. Nações Unidas, 22.540",5548-4301,Campo Grande,,7,4,,178
683,-46697531,-23677450,355030816000039,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping SP Market,Sala 9,"Av. Nações Unidas, 22.540",5548-4301,Campo Grande,,7,4,,344
684,-46697531,-23677450,355030816000039,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping SP Market,Sala 8,"Av. Nações Unidas, 22.540",5548-4301,Campo Grande,,7,4,,344
685,-46697531,-23677450,355030816000039,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping SP Market,Sala 7,"Av. Nações Unidas, 22.540",5548-4301,Campo Grande,,7,4,,244
686,-46697531,-23677450,355030816000039,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping SP Market,Sala 6,"Av. Nações Unidas, 22.540",5548-4301,Campo Grande,,7,4,,141
687,-46697531,-23677450,355030816000039,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping SP Market,Sala 5,"Av. Nações Unidas, 22.540",5548-4301,Campo Grande,,7,4,,144
688,-46697531,-23677450,355030816000039,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping SP Market,Sala 4,"Av. Nações Unidas, 22.540",5548-4301,Campo Grande,,7,4,,272
689,-46697531,-23677450,355030816000039,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping SP Market,Sala 3,"Av. Nações Unidas, 22.540",5548-4301,Campo Grande,,7,4,,401
690,-46697531,-23677450,355030816000039,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping SP Market,Sala 2,"Av. Nações Unidas, 22.540",5548-4301,Campo Grande,,7,4,,172
691,-46697531,-23677450,355030816000039,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Shopping SP Market,Sala 1,"Av. Nações Unidas, 22.540",5548-4301,Campo Grande,,7,4,,175
692,-46720979,-23551756,355030802000043,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,Shopping Villa-Lobos,Sala 7,"Av. das Nações Unidas, 4.777",3024-3860,Alto de Pinheiros,,7,4,,137
693,-46720979,-23551756,355030802000043,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,Shopping Villa-Lobos,Sala 6,"Av. das Nações Unidas, 4.777",3024-3860,Alto de Pinheiros,,7,4,,144
694,-46720979,-23551756,355030802000043,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,Shopping Villa-Lobos,Sala 5,"Av. das Nações Unidas, 4.777",3024-3860,Alto de Pinheiros,,7,4,,178
695,-46720979,-23551756,355030802000043,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,Shopping Villa-Lobos,Sala 4,"Av. das Nações Unidas, 4.777",3024-3860,Alto de Pinheiros,,7,4,,178
696,-46720979,-23551756,355030802000043,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,Shopping Villa-Lobos,Sala 3,"Av. das Nações Unidas, 4.777",3024-3860,Alto de Pinheiros,,7,4,,144
697,-46720979,-23551756,355030802000043,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,Shopping Villa-Lobos,Sala 2,"Av. das Nações Unidas, 4.777",3024-3860,Alto de Pinheiros,,7,4,,120
698,-46720979,-23551756,355030802000043,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,Shopping Villa-Lobos,Sala 1,"Av. das Nações Unidas, 4.777",3024-3860,Alto de Pinheiros,,7,4,,291
699,-46673921,-23526061,355030806000004,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Shopping West Plaza - bloco B,Sala 4,"Av. Francisco Matarazzo, s/n",3672-8271/,Barra Funda,,7,4,,170
700,-46673921,-23526061,355030806000004,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Shopping West Plaza - bloco B,Sala 3,"Av. Francisco Matarazzo, s/n",3672-8271/,Barra Funda,,7,4,,178
701,-46673921,-23526061,355030806000004,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Shopping West Plaza - bloco B,Sala 2,"Av. Francisco Matarazzo, s/n",3672-8271/,Barra Funda,,7,4,,163
702,-46673921,-23526061,355030806000004,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Shopping West Plaza - bloco B,Sala 1,"Av. Francisco Matarazzo, s/n",3672-8271/,Barra Funda,,7,4,,222
703,-46673959,-23586960,355030835000085,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Shopping Bonsucesso,Sala 1,"Av. Presidente Juscelino Kubitschek de Oliveira, 429",6484-9300,,,7,4,,181
704,-46673959,-23586960,355030835000085,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Shopping Bonsucesso,Sala 2,"Av. Presidente Juscelino Kubitschek de Oliveira, 429",6484-9300,,,7,4,,178
705,-46673959,-23586960,355030835000085,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Shopping Bonsucesso,Sala 3,"Av. Presidente Juscelino Kubitschek de Oliveira, 429",6484-9300,,,7,4,,178
706,-46673959,-23586960,355030835000085,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Shopping Bonsucesso,Sala 4,"Av. Presidente Juscelino Kubitschek de Oliveira, 429",6484-9300,,,7,4,,178
707,-46673959,-23586960,355030835000085,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Shopping Bonsucesso,Sala 5,"Av. Presidente Juscelino Kubitschek de Oliveira, 429",6484-9300,,,7,4,,167
708,-46673959,-23586960,355030835000085,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Shopping Bonsucesso,Sala 6,"Av. Presidente Juscelino Kubitschek de Oliveira, 429",6484-9300,,,7,4,,168
709,-46757097,-23648317,355030819000181,3550308005230,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,Shopping Campo Limpo,Sala 1,"Estrada do Campo Limpo, 459",2144-3559,,,7,4,,237
710,-46757097,-23648317,355030819000181,3550308005230,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,Shopping Campo Limpo,Sala 2,"Estrada do Campo Limpo, 459",2144-3559,,,7,4,,298
711,-46757097,-23648317,355030819000181,3550308005230,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,Shopping Campo Limpo,Sala 3,"Estrada do Campo Limpo, 459",2144-3559,,,7,4,,354
712,-46757097,-23648317,355030819000181,3550308005230,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,Shopping Campo Limpo,Sala 4,"Estrada do Campo Limpo, 459",2144-3559,,,7,4,,354
713,-46757097,-23648317,355030819000181,3550308005230,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,Shopping Campo Limpo,Sala 5,"Estrada do Campo Limpo, 459",2144-3559,,,7,4,,327
714,-46590867,-23616613,355030868000270,3550308005086,69,SACOMA,13,IPIRANGA,Sul,Sul 1,Urnas - Heliópolis,,"Rua Mina, 38",,Vila Heliópolis,,7,4,,
715,-46648950,-23544338,355030826000098,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Biblioteca Monteiro Lobato,,"Rua Gal. Jardim, 485",3256-4122,Vila Buarque,,8,1,,200
716,-46708349,-23645687,355030871000033,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Biblioteca Presidente Kennedy,,"Av. João Dias, 822",5522-1283,Santo Amaro,04724-00,8,1,,156
717,-46631840,-23548390,355030878000001,3550308005001,80,SE,9,SE,Centro,Centro,Casa no  1,,"Rua Roberto Simonsen,  136",3241-3132,Sé,,8,1,,
718,-46639659,-23569642,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Centro Cultural São Paulo,Espaço Flávio Império,"Rua Vergueiro, 1.000",3277-3611,Paraíso,,8,1,,60
719,-46639659,-23569642,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Centro Cultural São Paulo,Espaço Cãnico Ademar Guerra,"Rua Vergueiro, 1.000",3277-3611,Paraíso,,8,1,,100
720,-46639659,-23569642,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Centro Cultural São Paulo,Sala Jardel Filho,"Rua Vergueiro, 1.000",3277-3611,Paraíso,,8,1,,324
721,-46639659,-23569642,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Centro Cultural São Paulo,Sala Ensaio 4 - Porão,"Rua Vergueiro, 1.000",3277-3611,Paraíso,,8,1,,40
722,-46639659,-23569642,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Centro Cultural São Paulo,Sala Paulo Emílio Salle,"Rua Vergueiro, 1.000",3277-3611,Paraíso,,8,1,,110
723,-46639659,-23569642,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Centro Cultural São Paulo,Sala Lima Barreto,"Rua Vergueiro, 1.000",3277-3611,Paraíso,,8,1,,110
724,-46627528,-23509943,355030870000059,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Teatro Alfredo Mesquita,,"Av. Santos Dumont, 1.770",6221-3667,Santana,,8,1,,219
725,-46596414,-23563111,355030853000004,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,Teatro Arthur Azevedo,,"Av. Paes de Barros, 955",6605-8007,Moóca,03115-02,8,1,,480
726,-46693741,-23527869,355030848000069,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,Teatro Cacilda Becker,,"Rua Tito, 295",3864-4513,Lapa,05051-00,8,1,,216
727,-46523673,-23499864,355030818000023,3550308005072,18,CANGAIBA,21,PENHA,Leste,Leste 1,Teatro Flávio Império,,"Rua Prof. Alves Pedroso, 600",6623-2930/,Cangaíba,03721-01,8,1,,212
728,-46641942,-23596636,355030890000122,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Teatro João Caetano,,"Rua Borges Lagoa, 650",5573-3774/,Vila Clementino,04038-00,8,1,,448
729,-46548367,-23525329,355030859000118,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,Teatro Martins Penna,,"Largo do Rosário, 20",2293-6630,Penha,03634-02,8,1,,249
